app_id,genre_1,genre_2,genre_3
435440,Free to Play,Massively Multiplayer,Strategy
12140,Action,,
17570,Action,Free to Play,Indie
421040,Casual,Indie,Simulation
486310,Adventure,Indie,Massively Multiplayer
384490,Action,Adventure,Indie
242550,Action,Adventure,
604160,,,
351940,Adventure,Casual,Indie
314150,Action,,
525920,Simulation,Sports,
298050,Strategy,,
8190,Action,Adventure,
24780,Simulation,Strategy,
329430,Action,RPG,Simulation
565380,Action,Adventure,
366440,Action,RPG,Strategy
418240,Indie,Strategy,
231120,Simulation,,
238010,Action,RPG,
459510,,,
493900,Simulation,Strategy,
234330,Casual,Free to Play,RPG
257350,RPG,Strategy,
202970,Action,,
296870,Adventure,Casual,Indie
265630,Action,Free to Play,Indie
563560,Action,Free to Play,
572410,Action,Simulation,Strategy
463110,Adventure,Casual,Indie
224580,Action,Simulation,Strategy
362960,Adventure,RPG,
418370,Action,Adventure,
414340,Action,Adventure,Indie
268050,Action,,
350080,Action,,
355180,Action,Free to Play,
313120,Adventure,Indie,Early Access
595280,Indie,RPG,Strategy
201310,Action,Simulation,
552700,RPG,,
389570,Free to Play,Simulation,
463710,Casual,Indie,
289950,Casual,Simulation,
239350,Indie,,
41700,Action,RPG,
585790,,,
514660,Action,Indie,
274920,Animation & Modeling,Video Production,
526580,,,
614570,Action,,
320300,Racing,Simulation,
39540,Action,RPG,
509930,Action,Indie,
312450,Free to Play,Simulation,Strategy
307690,Action,Adventure,Racing
207610,Adventure,,
274940,Action,Indie,
403190,Indie,Simulation,Strategy
409710,Action,RPG,
410320,Action,,
552100,Simulation,Early Access,
24980,RPG,,
448780,Adventure,Casual,Indie
690510,Free to Play,Indie,Strategy
2700,Simulation,Strategy,
610180,Casual,Indie,Strategy
102500,Action,RPG,
664430,Simulation,Sports,
480650,Simulation,,
209170,Action,,
387290,Action,,
238320,Action,Adventure,Indie
611500,Action,Free to Play,Early Access
270150,Action,Indie,
40100,Strategy,,
405310,Action,Adventure,
352400,Action,Adventure,
528300,Adventure,Indie,
454690,Adventure,Casual,Indie
208480,Adventure,,
486150,Action,,
57690,Simulation,Strategy,
386070,Action,Strategy,
378540,Action,RPG,
21690,Action,Adventure,
56400,Strategy,,
375910,Simulation,Strategy,
394510,Action,,
668630,Adventure,Casual,Indie
624220,,,
17460,Action,RPG,
241560,Action,Massively Multiplayer,Racing
253940,RPG,,
4500,Action,RPG,
44350,Racing,Sports,
48240,Strategy,,
406090,Indie,Early Access,
438640,Action,Adventure,
547040,Adventure,Simulation,
341380,Adventure,Indie,
214490,Action,,
368900,,,
391660,Adventure,Indie,RPG
248820,Action,Indie,RPG
242680,Action,Indie,RPG
2820,Action,Simulation,Strategy
375960,,,
402570,Free to Play,Strategy,
4920,Action,Indie,Strategy
273350,Action,Free to Play,
278080,Action,,
6020,Action,,
232910,Racing,Sports,
48190,Action,Adventure,
39150,RPG,,
276810,RPG,Strategy,
35140,Action,Adventure,
432150,,,
35720,Action,Adventure,Indie
220700,Design & Illustration,Web Publishing,
223100,Action,Adventure,
251040,,,
530700,Action,Free to Play,
311560,Action,Adventure,
403560,Indie,,
63380,Action,,
616360,,,
312060,Massively Multiplayer,RPG,
17480,Strategy,,
223750,Free to Play,Simulation,
456670,Action,Indie,RPG
48220,RPG,Strategy,
644560,Adventure,Indie,RPG
544730,Casual,Strategy,
316390,,,
3830,Action,,
383980,Indie,,
397460,Casual,Indie,Strategy
205710,Free to Play,Massively Multiplayer,RPG
265930,Casual,Indie,Simulation
496690,Adventure,Casual,Indie
466580,Indie,RPG,
414530,Free to Play,Massively Multiplayer,RPG
285310,Simulation,Strategy,
525480,RPG,,
431730,Animation & Modeling,Design & Illustration,60
371460,Casual,Strategy,
462030,,,
47870,Action,Racing,Sports
274170,,,
310380,,,
39500,Action,RPG,
428690,Indie,Simulation,Strategy
320,Action,,
568220,Indie,Simulation,
413420,Adventure,,
25890,Strategy,,
321960,RPG,Strategy,
301120,Simulation,Sports,
288570,,,
326360,Free to Play,Massively Multiplayer,RPG
527770,Casual,Indie,
357310,Indie,Simulation,Strategy
386940,Action,Casual,Indie
362890,Action,Adventure,Indie
574640,Action,Indie,
4580,Strategy,,
534500,,,
360170,Action,Adventure,RPG
538680,RPG,,
631530,,,
254700,Action,Adventure,
420,Action,,
257510,Action,Adventure,Indie
20510,Action,RPG,
24720,Action,Simulation,
321360,Action,Indie,
91310,,,
555920,Action,Adventure,Indie
282800,Indie,Strategy,
218,,,
34220,,,
493490,Indie,Racing,Simulation
78000,Casual,Strategy,
460790,Action,Adventure,
219780,RPG,,
40950,Simulation,Strategy,
355790,Action,Adventure,
486480,Action,Indie,
262410,Free to Play,Indie,Simulation
223470,Action,Adventure,Indie
12110,Action,,
323470,Action,,
17450,RPG,,
239030,Adventure,Indie,
397340,Indie,Simulation,
247080,Action,Indie,RPG
388410,Action,Adventure,RPG
239160,Action,Adventure,
376570,Free to Play,Massively Multiplayer,RPG
373930,Strategy,,
39550,RPG,Strategy,
244160,Simulation,Strategy,
292120,RPG,,
351970,RPG,,
243470,Action,Adventure,
15620,Strategy,,
204100,Action,,
331670,Casual,Indie,Strategy
542550,Casual,Indie,Simulation
214850,,,
578330,Action,,
38400,RPG,,
445190,Indie,RPG,Strategy
485390,Indie,RPG,
34870,Action,,
208140,Strategy,,
307960,Action,Simulation,
201790,Action,Indie,Strategy
39680,Simulation,Strategy,
378720,Indie,RPG,Strategy
40960,Simulation,Strategy,
24790,Strategy,,
313690,Action,Adventure,
427100,Casual,Simulation,
235600,Action,Adventure,
462780,Action,Adventure,RPG
600600,Casual,Simulation,
377840,RPG,,
493840,Action,,
717640,Casual,Indie,Simulation
291410,Free to Play,Indie,Strategy
108200,Casual,Indie,Strategy
45760,Action,,
9200,Action,,
21970,,,
227320,,,
541210,Indie,Simulation,Strategy
587260,RPG,,
584400,Action,Adventure,Casual
397580,Action,Indie,
599100,,,
496300,Indie,Simulation,Strategy
392780,Casual,Indie,
288470,RPG,,
16810,Strategy,,
537800,Simulation,Strategy,
262280,RPG,Simulation,Strategy
402170,Casual,Indie,
726390,Casual,Free to Play,
242640,Action,,
388440,Indie,RPG,Strategy
527800,Casual,Indie,
567640,Adventure,,
467390,Casual,Indie,
253250,Indie,Simulation,Strategy
500940,Action,Casual,Indie
386700,Indie,Simulation,Strategy
342180,Action,Adventure,Indie
515690,Adventure,Indie,RPG
41070,Action,Indie,
606050,,,
382850,,,
217980,,,
626010,Free to Play,Simulation,
33910,,,
255220,Racing,Sports,
620940,Casual,Indie,
539450,Casual,Indie,
201230,Free to Play,Massively Multiplayer,RPG
383080,Casual,Free to Play,Indie
451020,Indie,RPG,
447990,Adventure,Indie,
503820,Adventure,Indie,
413410,Adventure,,
280220,Indie,Simulation,Strategy
2630,Action,,
209160,Action,,
233130,Action,Adventure,
582430,,,
42910,Action,RPG,
9880,Free to Play,Massively Multiplayer,RPG
361800,Indie,Massively Multiplayer,RPG
7940,Action,,
380,Action,,
415960,Casual,Indie,
360450,Action,Indie,Simulation
520440,Action,,
32440,Adventure,,
461890,Adventure,Indie,
252150,Casual,Indie,
586140,Action,,
33250,,,
253230,Adventure,Indie,
396750,Action,Indie,
250820,,,
208500,Racing,Simulation,Sports
601340,Action,Indie,
390670,Free to Play,Massively Multiplayer,Simulation
324800,Action,Adventure,
245170,Action,Indie,
247000,Indie,RPG,Strategy
354640,Free to Play,Simulation,Strategy
412600,Action,Indie,
287290,Action,Adventure,
331600,Action,,
38410,RPG,,
448640,Indie,RPG,Early Access
591560,Action,Indie,
481510,Adventure,,
519190,Action,Indie,RPG
210970,Adventure,Indie,
261110,Action,,
201870,Action,Adventure,
253880,Strategy,,
39510,Action,RPG,
491530,Action,Casual,Simulation
296490,Action,Indie,Strategy
644930,Strategy,,
448630,Indie,Strategy,
450390,Free to Play,,
219150,Action,Indie,
261570,Action,,
222940,Action,,
293260,Free to Play,RPG,Strategy
246900,Indie,Simulation,
332570,Adventure,Indie,Early Access
591740,Action,Free to Play,
629280,,,
369990,Indie,Strategy,
249230,RPG,,
230190,Indie,Simulation,Strategy
376730,Action,Indie,
24810,Strategy,,
341800,Indie,,
530070,Simulation,,
322500,Action,Indie,
12220,Action,,
10540,,,
509840,,,
528070,Casual,Indie,
271240,Indie,Simulation,Strategy
515470,Casual,Indie,Simulation
745,,,
324310,Simulation,,
282350,,,
301640,Action,,
644570,Adventure,Indie,RPG
400250,Adventure,Indie,Massively Multiplayer
409720,Action,RPG,
9480,Action,,
425340,Action,Indie,
24740,Racing,,
24800,Strategy,,
480430,Action,Free to Play,
209660,Action,,
283640,Action,Indie,RPG
428900,Action,Casual,Indie
523150,Casual,Indie,
383150,Action,,
427490,Indie,RPG,Strategy
220440,Action,Adventure,
15370,Strategy,,
401870,,,
326160,Free to Play,Massively Multiplayer,RPG
30,Action,,
22300,RPG,,
431600,Racing,Simulation,Sports
223330,RPG,,
327030,Action,Strategy,
438010,Action,Adventure,Indie
294860,Action,RPG,Strategy
444480,Casual,Indie,
263560,Adventure,Indie,RPG
596350,,,
296300,Action,Casual,Indie
304650,Adventure,Indie,RPG
570840,Free to Play,Indie,
730370,,,
330070,Video Production,,
544610,Strategy,,
15170,Strategy,,
408760,Simulation,Sports,
518030,Action,Early Access,
102700,,,
477770,Racing,Simulation,Sports
321800,Adventure,RPG,Strategy
22100,Indie,RPG,
21130,Action,Adventure,
203350,RPG,Strategy,
628860,,,
252690,Indie,RPG,Strategy
367450,Indie,Simulation,
73170,Strategy,,
562760,,,
64000,Strategy,,
227860,Indie,Strategy,
34000,,,
202480,,,
209650,Action,,
304730,Casual,Indie,Simulation
